क्रमाङ्कः	औपदेशिक-धातुः	टिप्पणिः	अर्थः	निरनुबन्ध-धातुः	क्त	क्तवतु	क्त्वा	ल्यप्	तुमुन्	तव्यत् 	तृच् 	लृट् प॰	लृट् आ॰	ण्वुल्	घञ्	(ण्)यत्	अनीयर्	ल्युट्
1144	अड्ड		अभियोगे	अड्ड्	अड्डितः	अड्डितवान्	अड्डित्वा	प्रअड्ड्य	अड्डितुम्	अड्डितव्यम्	अड्डिता	अड्डिष्यति		अड्डकः	अड्डः	अड्ड्यम्	अड्डनीयम्	अड्डनम्	
1145	कड्ड		कार्कश्ये	कड्ड्	कड्डितः	कड्डितवान्	कड्डित्वा	प्रकड्ड्य	कड्डितुम्	कड्डितव्यम्	कड्डिता	कड्डिष्यति		कड्डकः	कड्डः	कड्ड्यम्	कड्डनीयम्	कड्डनम्	
1146	घिणि		ग्रहणे	घिन्ण्	घिण्णितः	घिण्णितवान्	घिण्णित्वा	प्रघिण्ण्य	घिण्णितुम्	घिण्णितव्यम्	घिण्णिता		घिण्णिष्यते	घिण्णकः	घिण्णः	घिण्ण्यम्	घिण्णनीयम्	घिण्णनम्	
1147	घुणि		ग्रहणे	घुन्ण्	घुण्णितः	घुण्णितवान्	घुण्णित्वा	प्रघुण्ण्य	घुण्णितुम्	घुण्णितव्यम्	घुण्णिता		घुण्णिष्यते	घुण्णकः	घुण्णः	घुण्ण्यम्	घुण्णनीयम्	घुण्णनम्	
1148	घृणि		ग्रहणे	घृन्ण्	घृण्णितः	घृण्णितवान्	घृण्णित्वा	प्रघृण्ण्य	घृण्णितुम्	घृण्णितव्यम्	घृण्णिता		घृण्णिष्यते	घृण्णकः	घृण्णः	घृण्ण्यम्	घृण्णनीयम्	घृण्णनम्	
1149	वेणृ		गतिज्ञानचिन्तानिशामनवादित्रग्रहणेषु	वेण्	वेणितः	वेणितवान्	वेणित्वा	विवेण्य	वेणितुम्	वेणितव्यम्	वेणिता	वेणिष्यति		वेणकः	वेणः	वेण्यम्	वेणनीयम्	वेणनम्	
1150	पैणृ		गतिप्रेरणश्लेषणेषु	पैण्	पैणितः	पैणितवान्	पैणित्वा	विपैण्य	पैणितुम्	पैणितव्यम्	पैणिता	पैणिष्यति		पैणकः	पैणः	पैण्यम्	पैणनीयम्	पैणनम्	
1151	ओणृ		अपनयने	ओण्	ओणितः	ओणितवान्	ओणित्वा	विओण्य	ओणितुम्	ओणितव्यम्	ओणिता	ओणिष्यति		ओणकः	ओणः	ओण्यम्	ओणनीयम्	ओणनम्	
1152	शोणृ		वर्णगत्योः	शोण्	शोणितः	शोणितवान्	शोणित्वा	विशोण्य	शोणितुम्	शोणितव्यम्	शोणिता	शोणिष्यति		शोणकः	शोणः	शोण्यम्	शोणनीयम्	शोणनम्	
1153	श्रोणृ		सङ्घाते	श्रोण्	श्रोणितः	श्रोणितवान्	श्रोणित्वा	विश्रोण्य	श्रोणितुम्	श्रोणितव्यम्	श्रोणिता	श्रोणिष्यति		श्रोणकः	श्रोणः	श्रोण्यम्	श्रोणनीयम्	श्रोणनम्	
1154	श्लोणृ		सङ्घाते	श्लोण्	श्लोणितः	श्लोणितवान्	श्लोणित्वा	विश्लोण्य	श्लोणितुम्	श्लोणितव्यम्	श्लोणिता	श्लोणिष्यति		श्लोणकः	श्लोणः	श्लोण्यम्	श्लोणनीयम्	श्लोणनम्	
1155	घूर्ण		भ्रमणे	घूर्ण्	घूर्णितः	घूर्णितवान्	घूर्णित्वा	प्रघूर्ण्य	घूर्णितुम्	घूर्णितव्यम्	घूर्णिता		घूर्णिष्यते	घूर्णकः	घूर्णः	घूर्ण्यम्	घूर्णनीयम्	घूर्णनम्	
1156	घूर्ण		भ्रमणे	घूर्ण्	घूर्णितः	घूर्णितवान्	घूर्णित्वा	प्रघूर्ण्य	घूर्णितुम्	घूर्णितव्यम्	घूर्णिता	घूर्णिष्यति		घूर्णकः	घूर्णः	घूर्ण्यम्	घूर्णनीयम्	घूर्णनम्	
1157	अति		बन्धने	अन्त्	अन्तितः	अन्तितवान्	अन्तित्वा	प्रान्त्य	अन्तितुम्	अन्तितव्यम्	अन्तिता	अन्तिष्यति		अन्तकः	अन्तः	अन्त्यम्	अन्तनीयम्	अन्तनम्	
1158	षस्ति		स्वप्ने	संस्त्	तः	संस्तितवान्	संस्तित्वा	प्रसंस्त्य	संस्तितुम्	संस्तितव्यम्	संस्तिता	संस्तिष्यति		संस्तकः	संस्तः	संस्त्यम्	संस्तनीयम्	संस्तनम्	
